Date,P/L,Amt,color,Returns in %,Calculated Consec. Returns in %,Calculated Consec. Returns in Decimal
2016-09-29,64627.8,1066617.063,green,0.1615695,34.04%,0.34035751999999997
2016-09-30,-2300.0,1064317.063,red,-0.00575,33.46%,0.33460752
2016-10-03,-6900.0,1057417.063,red,-0.01725,-1.73%,-0.01725
2016-10-04,6805.082,1064222.145,green,0.017012705,-0.02%,-0.00023729500000000195
2016-10-05,3009.612,1067231.757,green,0.00752403,0.73%,0.007286734999999998
2016-10-06,-9200.0,1058031.757,red,-0.023,-1.57%,-0.015713265
2016-10-07,8482.558,1066514.315,green,0.021206395,0.55%,0.005493129999999999
2016-10-10,7873.415,1074387.73,green,0.0196835375,2.52%,0.0251766675
2016-10-13,4878.095,1079265.825,green,0.0121952375,3.74%,0.037371905
2016-10-14,-2300.0,1076965.825,red,-0.00575,3.16%,0.031621905
2016-10-17,-6900.0,1070065.825,red,-0.01725,1.44%,0.014371904999999997
2016-10-18,-9200.0,1060865.825,red,-0.023,-0.86%,-0.008628095000000002
2016-10-19,-4600.0,1056265.825,red,-0.0115,-2.01%,-0.020128095000000002
2016-10-20,-5450.46,1050815.365,red,-0.01362615,-3.38%,-0.033754245
2016-10-21,-2300.0,1048515.365,red,-0.00575,-3.95%,-0.039504245
2016-10-24,3526.932,1052042.297,green,0.00881733,-3.07%,-0.030686915000000002
2016-10-25,342.7842,1052385.082,green,0.0008569605,-2.98%,-0.029829954500000002
2016-10-26,607.9598,1052993.041,green,0.0015198995,-2.83%,-0.028310055
2016-10-28,-9200.0,1043793.041,red,-0.023,-5.13%,-0.051310055
2016-11-01,5001.847,1048794.888,green,0.0125046175,1.25%,0.0125046175
2016-11-03,-2300.0,1046494.888,red,-0.00575,0.68%,0.006754617500000001
2016-11-04,10830.13,1057325.018,green,0.027075325,3.38%,0.0338299425
2016-11-07,-6900.0,1050425.018,red,-0.01725,1.66%,0.0165799425
2016-11-08,-5476.33,1044948.688,red,-0.013690825,0.29%,0.0028891175
2016-11-10,-9200.0,1035748.688,red,-0.023,-2.01%,-0.0201108825
2016-11-11,37769.83,1073518.518,green,0.094424575,7.43%,0.0743136925
2016-11-16,-4600.0,1068918.518,red,-0.0115,6.28%,0.0628136925
2016-11-17,1525.109,1070443.627,green,0.0038127725,6.66%,0.066626465
2016-11-18,-2300.0,1068143.627,red,-0.00575,6.09%,0.060876465000000005
2016-11-21,20220.4,1088364.027,green,0.050551,11.14%,0.111427465
2016-11-22,-9200.0,1079164.027,red,-0.023,8.84%,0.08842746500000001
2016-11-23,-2300.0,1076864.027,red,-0.00575,8.27%,0.082677465
2016-11-24,3765.419,1080629.446,green,0.0094135475,9.21%,0.0920910125
2016-11-25,18641.06,1099270.506,green,0.04660265,13.87%,0.1386936625
2016-11-28,-4156.65,1095113.856,red,-0.010391625,12.83%,0.12830203750000002
2016-11-29,6336.886,1101450.742,green,0.015842215,14.41%,0.14414425250000001
2016-11-30,14771.14,1116221.882,green,0.03692785,18.11%,0.1810721025
2016-12-01,14570.56,1130792.442,green,0.0364264,3.64%,0.0364264
2016-12-05,-6900.0,1123892.442,red,-0.01725,1.92%,0.019176399999999996
2016-12-06,-3555.4,1120337.042,red,-0.0088885,1.03%,0.010287899999999996
2016-12-07,-6900.0,1113437.042,red,-0.01725,-0.70%,-0.006962100000000006
2016-12-08,-4133.5,1109303.542,red,-0.01033375,-1.73%,-0.017295850000000005
2016-12-09,-2300.0,1107003.542,red,-0.00575,-2.30%,-0.023045850000000007
2016-12-12,807.2316,1107810.774,green,0.002018079,-2.10%,-0.021027771000000004
2016-12-13,-112.906,1107697.868,red,-0.000282265,-2.13%,-0.021310036000000004
2016-12-14,-4600.0,1103097.868,red,-0.0115,-3.28%,-0.032810036
2016-12-15,6682.946,1109780.814,green,0.016707365,-1.61%,-0.016102671000000006
2016-12-16,3513.384,1113294.198,green,0.00878346,-0.73%,-0.007319211000000006
2016-12-19,-6900.0,1106394.198,red,-0.01725,-2.46%,-0.024569211000000007
2016-12-20,20632.13,1127026.328,green,0.051580325,2.70%,0.027011113999999996
2016-12-21,9814.127,1136840.455,green,0.0245353175,5.15%,0.051546431499999996
2016-12-23,-2562.92,1134277.535,red,-0.0064073,4.51%,0.0451391315
2016-12-27,-4600.0,1129677.535,red,-0.0115,3.36%,0.033639131499999995
2016-12-28,-2966.64,1126710.895,red,-0.0074166,2.62%,0.026222531499999997
2016-12-29,-2300.0,1124410.895,red,-0.00575,2.05%,0.020472531499999995
2016-12-30,-6900.0,1117510.895,red,-0.01725,0.32%,0.0032225314999999935
2017-01-02,-6600.0,393400.0,red,-0.0165,-1.65%,-0.0165
2017-01-03,-8800.0,384600.0,red,-0.022,-3.85%,-0.0385
2017-01-04,7839.353,392439.353,green,0.0195983825,-1.89%,-0.0189016175
2017-01-05,-8800.0,383639.353,red,-0.022,-4.09%,-0.0409016175
2017-01-06,13613.72,397253.073,green,0.0340343,-0.69%,-0.0068673174999999975
2017-01-09,8086.681,405339.754,green,0.0202167025,1.33%,0.013349385000000002
2017-01-10,2943.847,408283.601,green,0.0073596175,2.07%,0.020709002500000004
2017-01-11,-8800.0,399483.601,red,-0.022,-0.13%,-0.0012909974999999949
2017-01-12,16577.55,416061.151,green,0.041443875,4.02%,0.0401528775
2017-01-13,4516.906,420578.057,green,0.011292265,5.14%,0.0514451425
2017-01-17,12752.54,433330.597,green,0.03188135,8.33%,0.0833264925
2017-01-18,179.8989,433510.4959,green,0.00044974725,8.38%,0.08377623975
2017-01-19,-2200.0,431310.4959,red,-0.0055,7.83%,0.07827623975
2017-01-23,1059.595,432370.0909,green,0.0026489875,8.09%,0.08092522725000001
2017-01-24,2473.11,434843.2009,green,0.006182775,8.71%,0.08710800225
2017-01-25,18206.09,453049.2909,green,0.045515225,13.26%,0.13262322725
2017-01-27,-8800.0,444249.2909,red,-0.022,11.06%,0.11062322725000001
2017-01-30,1362.232,445611.5229,green,0.00340558,11.40%,0.11402880725
2017-01-31,2350.616,447962.1389,green,0.00587654,11.99%,0.11990534725
2017-02-01,-6600.0,441362.1389,red,-0.0165,-1.65%,-0.0165
2017-02-02,246.8691,441609.008,green,0.00061717275,-1.59%,-0.015882827250000002
2017-02-03,-6600.0,435009.008,red,-0.0165,-3.24%,-0.03238282725
2017-02-06,-1231.72,433777.288,red,-0.0030793,-3.55%,-0.03546212725
2017-02-07,8750.052,442527.34,green,0.02187513,-1.36%,-0.013586997250000003
2017-02-08,-4813.0,437714.34,red,-0.0120325,-2.56%,-0.025619497250000005
2017-02-09,12661.92,450376.26,green,0.0316548,0.60%,0.006035302749999992
2017-02-10,6698.756,457075.016,green,0.01674689,2.28%,0.022782192749999992
2017-02-13,-4400.0,452675.016,red,-0.011,1.18%,0.011782192749999993
2017-02-14,-2863.75,449811.266,red,-0.007159375,0.46%,0.004622817749999993
2017-02-15,2333.793,452145.059,green,0.0058344825,1.05%,0.010457300249999992
2017-02-16,2374.244,454519.303,green,0.00593561,1.64%,0.016392910249999993
2017-02-17,4993.365,459512.668,green,0.0124834125,2.89%,0.028876322749999996
2017-02-20,-2200.0,457312.668,red,-0.0055,2.34%,0.023376322749999994
2017-02-21,3218.719,460531.387,green,0.0080467975,3.14%,0.03142312024999999
2017-02-22,11574.48,472105.867,green,0.0289362,6.04%,0.060359320249999994
2017-02-23,6667.342,478773.209,green,0.016668355,7.70%,0.07702767525
2017-02-27,-4400.0,474373.209,red,-0.011,6.60%,0.06602767525
2017-02-28,12775.15,487148.359,green,0.031937875,9.80%,0.09796555024999999
2017-03-01,-6600.0,480548.359,red,-0.0165,-1.65%,-0.0165
2017-03-02,-8800.0,471748.359,red,-0.022,-3.85%,-0.0385
2017-03-06,13986.79,485735.149,green,0.034966975,-0.35%,-0.003533025000000002
2017-03-07,29675.76,515410.909,green,0.0741894,7.07%,0.070656375
2017-03-08,-2200.0,513210.909,red,-0.0055,6.52%,0.065156375
2017-03-10,17336.02,530546.929,green,0.04334005,10.85%,0.10849642500000001
2017-03-14,-8800.0,521746.929,red,-0.022,8.65%,0.08649642500000002
2017-03-15,-4245.78,517501.149,red,-0.01061445,7.59%,0.075881975
2017-03-16,-8800.0,508701.149,red,-0.022,5.39%,0.05388197500000001
2017-03-17,2899.146,511600.295,green,0.007247865,6.11%,0.06112984000000001
2017-03-20,-3919.23,507681.065,red,-0.009798075,5.13%,0.051331765000000015
2017-03-21,-4400.0,503281.065,red,-0.011,4.03%,0.04033176500000001
2017-03-23,1024.208,504305.273,green,0.00256052,4.29%,0.042892285000000016
2017-03-24,-8800.0,495505.273,red,-0.022,2.09%,0.020892285000000014
2017-03-27,6567.626,502072.899,green,0.016419065,3.73%,0.037311350000000014
2017-03-28,-6600.0,495472.899,red,-0.0165,2.08%,0.020811350000000013
2017-03-30,-2200.0,493272.899,red,-0.0055,1.53%,0.015311350000000013
2017-03-31,10970.72,504243.619,green,0.0274268,4.27%,0.042738150000000016
2017-04-03,2601.207,506844.826,green,0.0065030175,0.65%,0.0065030175
2017-04-05,-8800.0,498044.826,red,-0.022,-1.55%,-0.0154969825
2017-04-06,-4400.0,493644.826,red,-0.011,-2.65%,-0.0264969825
2017-04-10,-6600.0,487044.826,red,-0.0165,-4.30%,-0.0429969825
2017-04-11,2529.84,489574.666,green,0.0063246,-3.67%,-0.0366723825
2017-04-12,4475.966,494050.632,green,0.011189915,-2.55%,-0.0254824675
2017-04-13,-2200.0,491850.632,red,-0.0055,-3.10%,-0.0309824675
2017-04-17,8842.795,500693.427,green,0.0221069875,-0.89%,-0.008875479999999998
2017-04-18,1785.052,502478.479,green,0.00446263,-0.44%,-0.004412849999999998
2017-04-19,-2200.0,500278.479,red,-0.0055,-0.99%,-0.009912849999999997
2017-04-20,-6600.0,493678.479,red,-0.0165,-2.64%,-0.026412849999999998
2017-04-21,4856.813,498535.292,green,0.0121420325,-1.43%,-0.014270817499999998
2017-04-24,-8800.0,489735.292,red,-0.022,-3.63%,-0.0362708175
2017-04-25,6820.894,496556.186,green,0.017052235,-1.92%,-0.019218582499999998
2017-04-26,7711.398,504267.584,green,0.019278495,0.01%,5.991250000000198e-05
2017-04-27,22191.92,526459.504,green,0.0554798,5.55%,0.055539712500000005
2017-04-28,21995.5,548455.004,green,0.05498875,11.05%,0.11052846250000001
2017-05-02,6624.063,555079.067,green,0.0165601575,1.66%,0.0165601575
2017-05-03,28886.5,583965.567,green,0.07221625,8.88%,0.08877640749999999
2017-05-04,-6600.0,577365.567,red,-0.0165,7.23%,0.0722764075
2017-05-05,5150.661,582516.228,green,0.0128766525,8.52%,0.08515306
2017-05-08,-6600.0,575916.228,red,-0.0165,6.87%,0.06865306
2017-05-09,2393.66,578309.888,green,0.00598415,7.46%,0.07463721
2017-05-10,7026.202,585336.09,green,0.017565505,9.22%,0.092202715
2017-05-11,6082.604,591418.694,green,0.01520651,10.74%,0.107409225
2017-05-15,-8800.0,582618.694,red,-0.022,8.54%,0.085409225
2017-05-16,28733.95,611352.644,green,0.071834875,15.72%,0.1572441
2017-05-18,13888.95,625241.594,green,0.034722375,19.20%,0.19196647500000003
2017-05-19,44281.87,669523.464,green,0.110704675,30.27%,0.30267115
2017-05-22,20508.84,690032.304,green,0.0512721,35.39%,0.35394325000000004
2017-05-23,14955.07,704987.374,green,0.037387675,39.13%,0.391330925
2017-05-24,-4843.8,700143.574,red,-0.0121095,37.92%,0.379221425
2017-05-25,-4864.52,695279.054,red,-0.0121613,36.71%,0.367060125
2017-05-26,7326.668,702605.722,green,0.01831667,38.54%,0.385376795
2017-05-29,38530.24,741135.962,green,0.0963256,48.17%,0.481702395
2017-05-31,-2659.79,738476.172,red,-0.006649475,47.51%,0.47505292
2017-06-01,13452.78,751928.952,green,0.03363195,3.36%,0.03363195
2017-06-02,9153.552,761082.504,green,0.02288388,5.65%,0.05651583
2017-06-05,-8800.0,752282.504,red,-0.022,3.45%,0.03451583
2017-06-06,23780.28,776062.784,green,0.0594507,9.40%,0.09396653
2017-06-07,-8800.0,767262.784,red,-0.022,7.20%,0.07196653
2017-06-08,2708.787,769971.571,green,0.0067719675,7.87%,0.0787384975
2017-06-09,-978.346,768993.225,red,-0.002445865,7.63%,0.07629263250000001
2017-06-12,17372.85,786366.075,green,0.043432125,11.97%,0.1197247575
2017-06-13,45566.18,831932.255,green,0.11391545,23.36%,0.2336402075
2017-06-14,-6600.0,825332.255,red,-0.0165,21.71%,0.21714020750000002
2017-06-15,-4400.0,820932.255,red,-0.011,20.61%,0.2061402075
2017-06-16,3285.18,824217.435,green,0.00821295,21.44%,0.2143531575
2017-06-19,20293.69,844511.125,green,0.050734225,26.51%,0.2650873825
2017-06-20,727.5828,845238.7078,green,0.001818957,26.69%,0.2669063395
2017-06-21,168.9475,845407.6553,green,0.00042236875,26.73%,0.26732870825
2017-06-22,17138.76,862546.4153,green,0.0428469,31.02%,0.31017560825
2017-06-23,9103.478,871649.8933,green,0.022758695,33.29%,0.33293430325
2017-06-27,197.055,871846.9483,green,0.0004926375,33.34%,0.33342694075
2017-06-28,-2200.0,869646.9483,red,-0.0055,32.79%,0.32792694075
2017-06-29,7636.972,877283.9203,green,0.01909243,34.70%,0.34701937075
2017-07-03,510.9849,877794.9052,green,0.00127746225,0.13%,0.00127746225
2017-07-04,8368.259,886163.1642,green,0.0209206475,2.22%,0.02219810975
2017-07-05,-2200.0,883963.1642,red,-0.0055,1.67%,0.016698109750000002
2017-07-06,17590.61,901553.7742,green,0.043976525,6.07%,0.060674634750000005
2017-07-11,16927.14,918480.9142,green,0.04231785,10.30%,0.10299248475
2017-07-12,-6600.0,911880.9142,red,-0.0165,8.65%,0.08649248475
2017-07-13,11148.73,923029.6442,green,0.027871825,11.44%,0.11436430975
2017-07-14,-3055.52,919974.1242,red,-0.0076388,10.67%,0.10672550975
2017-07-17,6878.885,926853.0092,green,0.0171972125,12.39%,0.12392272225
2017-07-18,3847.074,930700.0832,green,0.009617685,13.35%,0.13354040725
2017-07-19,-8800.0,921900.0832,red,-0.022,11.15%,0.11154040725
2017-07-20,-1677.34,920222.7432,red,-0.00419335,10.73%,0.10734705725
2017-07-21,11449.2,931671.9432,green,0.028623,13.60%,0.13597005725
2017-07-24,3525.36,935197.3032,green,0.0088134,14.48%,0.14478345725
2017-07-25,45196.0,980393.3032,green,0.11299,25.78%,0.25777345725
2017-07-26,-566.624,979826.6792,red,-0.00141656,25.64%,0.25635689725
2017-07-27,10385.08,990211.7592,green,0.0259627,28.23%,0.28231959725
2017-07-28,4025.873,994237.6322,green,0.0100646825,29.24%,0.29238427975
2017-07-31,3432.459,997670.0912,green,0.0085811475,30.10%,0.30096542725
2017-08-01,13799.04,1011469.131,green,0.0344976,3.45%,0.0344976
2017-08-02,2637.013,1014106.144,green,0.0065925325,4.11%,0.0410901325
2017-08-03,-2200.0,1011906.144,red,-0.0055,3.56%,0.0355901325
2017-08-04,-4779.29,1007126.854,red,-0.011948225,2.36%,0.023641907500000003
2017-08-07,-2483.72,1004643.134,red,-0.0062093,1.74%,0.017432607500000002
2017-08-08,32915.41,1037558.544,green,0.082288525,9.97%,0.0997211325
2017-08-09,-1268.43,1036290.114,red,-0.003171075,9.66%,0.09655005750000001
2017-08-10,18823.18,1055113.294,green,0.04705795,14.36%,0.1436080075
2017-08-14,-6600.0,1048513.294,red,-0.0165,12.71%,0.1271080075
2017-08-16,-837.278,1047676.016,red,-0.002093195,12.50%,0.1250148125
2017-08-17,24330.48,1072006.496,green,0.0608262,18.58%,0.1858410125
2017-08-18,4394.049,1076400.545,green,0.0109851225,19.68%,0.196826135
2017-08-21,-8800.0,1067600.545,red,-0.022,17.48%,0.174826135
2017-08-22,24946.45,1092546.995,green,0.062366125,23.72%,0.23719226
2017-08-23,-6600.0,1085946.995,red,-0.0165,22.07%,0.22069226
2017-08-24,339.1878,1086286.183,green,0.0008479695,22.15%,0.2215402295
2017-08-28,381.4182,1086667.601,green,0.0009535455,22.25%,0.222493775
2017-08-29,837.4566,1087505.058,green,0.0020936415,22.46%,0.2245874165
2017-08-30,-1228.12,1086276.938,red,-0.0030703,22.15%,0.2215171165
2017-08-31,11245.48,1097522.418,green,0.0281137,24.96%,0.2496308165
2017-09-01,886.9865,1098409.404,green,0.00221746625,0.22%,0.00221746625
2017-09-04,10517.49,1108926.894,green,0.026293725,2.85%,0.02851119125
2017-09-05,3851.817,1112778.711,green,0.0096295425,3.81%,0.03814073375
2017-09-06,3893.283,1116671.994,green,0.0097332075,4.79%,0.04787394125
2017-09-07,3665.249,1120337.243,green,0.0091631225,5.70%,0.057037063750000006
2017-09-08,26146.48,1146483.723,green,0.0653662,12.24%,0.12240326375
2017-09-11,5385.396,1151869.119,green,0.01346349,13.59%,0.13586675375
2017-09-12,-1240.74,1150628.379,red,-0.00310185,13.28%,0.13276490375
2017-09-13,8260.954,1158889.333,green,0.020652385,15.34%,0.15341728875
2017-09-14,17505.06,1176394.393,green,0.04376265,19.72%,0.19717993875
2017-09-15,-939.507,1175454.886,red,-0.0023487675,19.48%,0.19483117125000002
2017-09-18,2425.604,1177880.49,green,0.00606401,20.09%,0.20089518125
2017-09-19,-8800.0,1169080.49,red,-0.022,17.89%,0.17889518125
2017-09-20,9884.949,1178965.439,green,0.0247123725,20.36%,0.20360755375
2017-09-21,-2662.72,1176302.719,red,-0.0066568,19.70%,0.19695075375
2017-09-22,9410.892,1185713.611,green,0.02352723,22.05%,0.22047798375
2017-09-25,-2200.0,1183513.611,red,-0.0055,21.50%,0.21497798375000002
2017-09-26,-1445.4,1182068.211,red,-0.0036135,21.14%,0.21136448375
2017-09-27,21004.73,1203072.941,green,0.052511825,26.39%,0.26387630875
2017-09-28,-6600.0,1196472.941,red,-0.0165,24.74%,0.24737630875
2017-09-29,-8800.0,1187672.941,red,-0.022,22.54%,0.22537630875
2017-10-03,4736.486,1192409.427,green,0.011841215,1.18%,0.011841215
2017-10-04,12044.85,1204454.277,green,0.030112125,4.20%,0.04195334
2017-10-05,-6600.0,1197854.277,red,-0.0165,2.55%,0.02545334
2017-10-06,-4314.49,1193539.787,red,-0.010786225,1.47%,0.014667115000000001
2017-10-09,2403.286,1195943.073,green,0.006008215,2.07%,0.020675330000000002
2017-10-10,5248.467,1201191.54,green,0.0131211675,3.38%,0.0337964975
2017-10-11,14765.84,1215957.38,green,0.0369146,7.07%,0.0707110975
2017-10-12,-6862.22,1209095.16,red,-0.01715555,5.36%,0.0535555475
2017-10-13,452.1118,1209547.272,green,0.0011302795,5.47%,0.054685827
2017-10-16,7552.351,1217099.623,green,0.0188808775,7.36%,0.0735667045
2017-10-17,-419.546,1216680.077,red,-0.001048865,7.25%,0.0725178395
2017-10-18,-2200.0,1214480.077,red,-0.0055,6.70%,0.06701783950000001
2017-10-23,6493.795,1220973.872,green,0.0162344875,8.33%,0.083252327
2017-10-24,3193.758,1224167.63,green,0.007984395,9.12%,0.091236722
2017-10-25,-8800.0,1215367.63,red,-0.022,6.92%,0.069236722
2017-10-26,9992.327,1225359.957,green,0.0249808175,9.42%,0.0942175395
2017-10-27,9964.952,1235324.909,green,0.02491238,11.91%,0.1191299195
2017-10-30,-1099.6,1234225.309,red,-0.002749,11.64%,0.1163809195
2017-10-31,-2200.0,1232025.309,red,-0.0055,11.09%,0.11088091950000001
2017-11-01,-3012.15,1229013.159,red,-0.007530375,-0.75%,-0.007530375
2017-11-02,-48.474,1228964.685,red,-0.000121185,-0.77%,-0.00765156
2017-11-03,2529.711,1231494.396,green,0.0063242775,-0.13%,-0.0013272824999999997
2017-11-06,-1623.16,1229871.236,red,-0.0040579,-0.54%,-0.005385182499999999
2017-11-07,28036.4,1257907.636,green,0.070091,6.47%,0.0647058175
2017-11-08,18086.28,1275993.916,green,0.0452157,10.99%,0.1099215175
2017-11-09,-6600.0,1269393.916,red,-0.0165,9.34%,0.0934215175
2017-11-10,4455.282,1273849.198,green,0.011138205,10.46%,0.1045597225
2017-11-13,22616.02,1296465.218,green,0.05654005,16.11%,0.1610997725
2017-11-14,5946.556,1302411.774,green,0.01486639,17.60%,0.1759661625
2017-11-15,4028.455,1306440.229,green,0.0100711375,18.60%,0.1860373
2017-11-16,-3744.72,1302695.509,red,-0.0093618,17.67%,0.17667549999999999
2017-11-17,10916.01,1313611.519,green,0.027290025,20.40%,0.20396552499999998
2017-11-20,-900.216,1312711.303,red,-0.00225054,20.17%,0.20171498499999999
2017-11-21,21135.58,1333846.883,green,0.05283895,25.46%,0.254553935
2017-11-22,10729.29,1344576.173,green,0.026823225,28.14%,0.28137716
2017-11-23,8049.721,1352625.894,green,0.0201243025,30.15%,0.3015014625
2017-11-24,-1987.62,1350638.274,red,-0.00496905,29.65%,0.2965324125
2017-11-27,-2200.0,1348438.274,red,-0.0055,29.10%,0.2910324125
2017-11-28,3250.197,1351688.471,green,0.0081254925,29.92%,0.299157905
2017-12-01,10142.04,1361830.511,green,0.0253551,2.54%,0.0253551
2017-12-04,-4400.0,1357430.511,red,-0.011,1.44%,0.014355099999999999
2017-12-05,-2200.0,1355230.511,red,-0.0055,0.89%,0.0088551
2017-12-06,4041.876,1359272.387,green,0.01010469,1.90%,0.018959789999999997
2017-12-07,-4400.0,1354872.387,red,-0.011,0.80%,0.00795979
2017-12-08,6309.011,1361181.398,green,0.0157725275,2.37%,0.023732317500000003
2017-12-11,22805.37,1383986.768,green,0.057013425,8.07%,0.0807457425
2017-12-12,8159.902,1392146.67,green,0.020399755,10.11%,0.1011454975
2017-12-13,-2200.0,1389946.67,red,-0.0055,9.56%,0.0956454975
2017-12-14,5024.479,1394971.149,green,0.0125611975,10.82%,0.108206695
2017-12-15,2255.099,1397226.248,green,0.0056377475,11.38%,0.1138444425
2017-12-18,-2200.0,1395026.248,red,-0.0055,10.83%,0.1083444425
2017-12-19,-4452.02,1390574.228,red,-0.01113005,9.72%,0.0972143925
2017-12-20,10007.32,1400581.548,green,0.0250183,12.22%,0.1222326925
2017-12-21,-6600.0,1393981.548,red,-0.0165,10.57%,0.1057326925
2017-12-22,6701.503,1400683.051,green,0.0167537575,12.25%,0.12248645
2017-12-26,-481.709,1400201.342,red,-0.0012042725,12.13%,0.1212821775
2017-12-27,2874.259,1403075.601,green,0.0071856475,12.85%,0.128467825
2017-12-28,10939.54,1414015.141,green,0.02734885,15.58%,0.15581667500000002
2017-12-29,7700.001,1421715.142,green,0.0192500025,17.51%,0.1750666775
2018-01-01,232.8941,400232.8941,green,0.00058223525,0.06%,0.00058223525
2018-01-02,4011.989,404244.8831,green,0.0100299725,1.06%,0.01061220775
2018-01-03,-8800.0,395444.8831,red,-0.022,-1.14%,-0.011387792249999999
2018-01-04,5615.583,401060.4661,green,0.0140389575,0.27%,0.0026511652500000003
2018-01-05,-3109.14,397951.3261,red,-0.00777285,-0.51%,-0.00512168475
2018-01-08,2048.572,399999.8981,green,0.00512143,-0.00%,-2.547500000003519e-07
2018-01-09,1369.001,401368.8991,green,0.0034225025,0.34%,0.00342224775
2018-01-10,133.0757,401501.9748,green,0.00033268925,0.38%,0.003754937
2018-01-11,-3660.49,397841.4848,red,-0.009151225,-0.54%,-0.005396288000000001
2018-01-12,-4400.0,393441.4848,red,-0.011,-1.64%,-0.016396288000000002
2018-01-15,-1505.51,391935.9748,red,-0.003763775,-2.02%,-0.020160063
2018-01-16,12965.79,404901.7648,green,0.032414475,1.23%,0.012254412
2018-01-17,-4400.0,400501.7648,red,-0.011,0.13%,0.0012544119999999999
2018-01-18,57624.0,458125.7648,green,0.14406,14.53%,0.145314412
2018-01-19,-2858.08,455267.6848,red,-0.0071452,13.82%,0.138169212
2018-01-22,24398.01,479665.6948,green,0.060995025,19.92%,0.19916423700000002
2018-01-23,3824.394,483490.0888,green,0.009560985,20.87%,0.20872522200000002
2018-01-24,13035.99,496526.0788,green,0.032589975,24.13%,0.241315197
2018-01-25,-4400.0,492126.0788,red,-0.011,23.03%,0.230315197
2018-01-29,13719.42,505845.4988,green,0.03429855,26.46%,0.264613747
2018-01-31,11979.63,517825.1288,green,0.029949075,29.46%,0.294562822
2018-02-01,-3435.72,514389.4088,red,-0.0085893,-0.86%,-0.0085893
2018-02-07,18040.34,532429.7488,green,0.04510085,3.65%,0.03651155
2018-02-08,-8800.0,523629.7488,red,-0.022,1.45%,0.014511549999999998
2018-02-12,-1564.45,522065.2988,red,-0.003911125,1.06%,0.010600424999999998
2018-02-14,4417.404,526482.7028,green,0.01104351,2.16%,0.021643934999999996
2018-02-15,-6600.0,519882.7028,red,-0.0165,0.51%,0.005143934999999995
2018-02-16,22953.89,542836.5928,green,0.057384725,6.25%,0.06252865999999999
2018-02-19,3853.436,546690.0288,green,0.00963359,7.22%,0.07216225
2018-02-20,3068.836,549758.8648,green,0.00767209,7.98%,0.07983433999999999
2018-02-21,4754.972,554513.8368,green,0.01188743,9.17%,0.09172177
2018-02-23,-8800.0,545713.8368,red,-0.022,6.97%,0.06972176999999999
2018-02-26,-4400.0,541313.8368,red,-0.011,5.87%,0.05872176999999999
2018-02-27,2106.254,543420.0908,green,0.005265635,6.40%,0.063987405
2018-03-01,6562.399,549982.4898,green,0.0164059975,1.64%,0.0164059975
2018-03-06,20634.24,570616.7298,green,0.0515856,6.80%,0.0679915975
2018-03-08,2119.501,572736.2308,green,0.0052987525,7.33%,0.07329035
2018-03-09,-2200.0,570536.2308,red,-0.0055,6.78%,0.06779035
2018-03-12,-6600.0,563936.2308,red,-0.0165,5.13%,0.05129035
2018-03-13,-2200.0,561736.2308,red,-0.0055,4.58%,0.04579035
2018-03-14,-2045.8,559690.4308,red,-0.0051145,4.07%,0.04067585
2018-03-15,-2200.0,557490.4308,red,-0.0055,3.52%,0.03517585
2018-03-19,-4400.0,553090.4308,red,-0.011,2.42%,0.02417585
2018-03-21,-6600.0,546490.4308,red,-0.0165,0.77%,0.007675849999999998
2018-03-22,1627.975,548118.4058,green,0.0040699375,1.17%,0.011745787499999997
2018-03-26,-4400.0,543718.4058,red,-0.011,0.07%,0.0007457874999999975
2018-03-27,7232.171,550950.5768,green,0.0180804275,1.88%,0.018826214999999997
2018-04-02,-6600.0,544350.5768,red,-0.0165,-1.65%,-0.0165
2018-04-03,7092.597,551443.1738,green,0.0177314925,0.12%,0.0012314925000000004
2018-04-04,4147.335,555590.5088,green,0.0103683375,1.16%,0.01159983
2018-04-05,-8800.0,546790.5088,red,-0.022,-1.04%,-0.010400169999999999
2018-04-06,2150.67,548941.1788,green,0.005376675,-0.50%,-0.0050234949999999985
2018-04-09,-4682.61,544258.5688,red,-0.011706525,-1.67%,-0.016730019999999998
2018-04-10,12372.03,556630.5988,green,0.030930075,1.42%,0.014200055000000003
2018-04-11,-6600.0,550030.5988,red,-0.0165,-0.23%,-0.0022999449999999977
2018-04-13,-6600.0,543430.5988,red,-0.0165,-1.88%,-0.018799945
2018-04-17,7392.174,550822.7728,green,0.018480435,-0.03%,-0.00031950999999999855
2018-04-18,-2646.69,548176.0828,red,-0.006616725,-0.69%,-0.006936234999999999
2018-04-19,-4400.0,543776.0828,red,-0.011,-1.79%,-0.017936235
2018-04-23,9508.887,553284.9698,green,0.0237722175,0.58%,0.005835982500000003
2018-04-24,10235.73,563520.6998,green,0.025589325,3.14%,0.0314253075
2018-04-25,-6600.0,556920.6998,red,-0.0165,1.49%,0.014925307500000002
2018-04-26,11775.02,568695.7198,green,0.02943755,4.44%,0.044362857500000005
2018-04-27,3576.113,572271.8328,green,0.0089402825,5.33%,0.05330314
2018-04-30,19127.45,591399.2828,green,0.047818625,10.11%,0.101121765
2018-05-02,44005.71,635404.9928,green,0.110014275,11.00%,0.110014275
2018-05-03,-2200.0,633204.9928,red,-0.0055,10.45%,0.10451427499999999
2018-05-04,9411.472,642616.4648,green,0.02352868,12.80%,0.12804295499999999
